黯灭,#661f64,3,0
斯嘉蒂之眼,#454e46,2,0
玲珑心,#fffeff,3,0
银月之晶,#8f96cd,2,0
金箍棒,#e2bc4d,2,1
蝴蝶,#8bb05b,3,0
代达罗斯之殇,#b48858,3,0
