铁树枝干,#241706,6,-10000
先锋盾,#62382f,5,0
恐鳌之心,#62565e,5,0
纷争面纱,#dc9c43,4,0
邪恶镰刀,#bdf7f7,4,0
代达罗斯之殇,#b48858,4,0
玲珑心,#fffeff,3,1
达贡之神力,#65322a,3,0
斯嘉蒂之眼,#454e46,3,0






